x,y,speed,accel,direction,orientation
69.63825089543884,24.29751706709661,6.1,1.33,354.93,28.01
47.45739297302064,29.55651306448618,1.92,1.34,100.5,142.44
69.98025742651535,35.25791238078712,3.43,1.63,278.49,154.54
31.385045666015827,32.695557390485156,0.67,0.23,124.46,110.82
81.1255985905146,44.29195287798427,3.18,1.62,268.6,181.54
79.73616324913358,32.040795127875,0.08,0.84,91.45,341.03
76.3624808077886,34.0235653902901,0.31,0.88,336.36,66.5
35.83189287067567,20.78789163360844,4.87,4.82,87.73,95.37
70.37005824285689,18.116443326912254,7.18,4.94,226.41,205.99
35.30760535219638,27.732810226622455,3.73,1.49,351.2,90.14
68.68765637538617,26.47273528352721,4.1,0.6,111.79,209.44
67.84312255717795,42.64561772626734,8.44,1.05,51.02,87.69
39.968668468110906,24.272747422938302,6.43,2.79,20.39,322.24
98.33490814381973,28.55719456373816,2.38,1.49,26.73,242.51
80.53364374435712,24.81984379733262,1.29,3.0,298.32,63.82
63.55769523971582,18.75507680111018,3.94,5.1,274.66,259.61
64.29456209012403,30.770963869001623,5.73,5.59,338.31,15.89
95.42046071738758,43.265307232399174,0.5,0.79,120.1,221.08
47.45461121271254,31.399418602585982,4.38,1.86,214.12,136.03
78.58104765319163,30.503940672535926,0.9,1.5,260.16,86.01
40.21465074643986,11.407080683485496,3.7,1.89,286.26,293.0
27.103344510523097,19.388296743234427,4.53,3.26,309.54,285.57
77.21750943434805,9.243304287161173,4.3,1.85,319.17,44.88
73.14281542709672,27.991317627349144,6.95,0.84,350.66,14.48
62.58762127807565,39.983489400263124,5.81,1.67,335.2,351.99
43.5095077601397,34.11075159738631,3.7,2.93,153.68,272.95
34.159757003426705,13.799903760412212,3.99,3.73,354.04,312.48
60.19876210906302,18.424319171252257,0.23,0.31,191.2,81.15
70.79090835876505,16.49957753600599,4.35,5.96,52.05,76.77
66.35302495378309,26.11852601856914,4.22,2.65,24.41,325.79
30.913916064267177,17.348387062417174,0.9,2.18,99.84,273.52
36.51224234229505,25.918169874771905,2.7,3.37,87.77,323.34
99.1611951232211,26.33422982069073,4.45,2.73,18.45,4.15
27.865628986584465,40.64744655241744,2.28,1.32,294.38,122.97
